Type,Name,Age(months),Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,PetID,PhotoAmt,Breed1_Name,Color1_Name,Color,Breed,AgeGroup,FeeCategory,image_paths
Dog,Java,8,Male,Medium,Short,Not Sure,Not Sure,Yes,Healthy,90,5c28a8cec,3,Mixed Breed,Black,Black Brown ,Mixed Breed/Labrador Retriever,Puppy,Low,"['input/images/5c28a8cec-1.jpg', 'input/images/5c28a8cec-2.jpg', 'input/images/5c28a8cec-3.jpg']"
Dog,CUTIE,4,Female,Small,Short,Yes,Yes,Yes,Healthy,130,2c8ae4c7e,2,Mixed Breed,White,White  ,Mixed Breed,Puppy,Low,"['input/images/2c8ae4c7e-1.jpg', 'input/images/2c8ae4c7e-2.jpg']"
Cat,Ninja,72,Male,Medium,Short,Yes,Yes,Yes,Healthy,540,7bda94ad0,10,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Adult,Medium,"['input/images/7bda94ad0-1.jpg', 'input/images/7bda94ad0-10.jpg', 'input/images/7bda94ad0-2.jpg', 'input/images/7bda94ad0-3.jpg', 'input/images/7bda94ad0-4.jpg', 'input/images/7bda94ad0-5.jpg', 'input/images/7bda94ad0-6.jpg', 'input/images/7bda94ad0-7.jpg', 'input/images/7bda94ad0-8.jpg', 'input/images/7bda94ad0-9.jpg']"
Dog,Oreo,36,Male,Medium,Medium,Not Sure,Not Sure,No,Healthy,190,3b4a987ba,3,Mixed Breed,Golden,Golden  ,Mixed Breed,Adult,Low,"['input/images/3b4a987ba-1.jpg', 'input/images/3b4a987ba-2.jpg', 'input/images/3b4a987ba-3.jpg']"
Dog,Momo,12,Female,Medium,Medium,Yes,Yes,No,Healthy,290,702bee848,5,Mixed Breed,White,White  ,Mixed Breed,Puppy,Medium,"['input/images/702bee848-1.jpg', 'input/images/702bee848-2.jpg', 'input/images/702bee848-3.jpg', 'input/images/702bee848-4.jpg', 'input/images/702bee848-5.jpg']"
Dog,Baobob,7,Male,Small,Short,No,No,No,Healthy,140,66757255c,1,Mixed Breed,Black,Black White ,Mixed Breed,Puppy,Low,['input/images/66757255c-1.jpg']
Dog,Simone,24,Female,Medium,Short,Yes,Yes,Yes,Healthy,310,bea72e6c5,24,Mixed Breed,Brown,Brown White ,Mixed Breed,Adult,Medium,"['input/images/bea72e6c5-1.jpg', 'input/images/bea72e6c5-10.jpg', 'input/images/bea72e6c5-11.jpg', 'input/images/bea72e6c5-12.jpg', 'input/images/bea72e6c5-13.jpg', 'input/images/bea72e6c5-14.jpg', 'input/images/bea72e6c5-15.jpg', 'input/images/bea72e6c5-16.jpg', 'input/images/bea72e6c5-17.jpg', 'input/images/bea72e6c5-18.jpg', 'input/images/bea72e6c5-19.jpg', 'input/images/bea72e6c5-2.jpg', 'input/images/bea72e6c5-20.jpg', 'input/images/bea72e6c5-21.jpg', 'input/images/bea72e6c5-22.jpg', 'input/images/bea72e6c5-23.jpg', 'input/images/bea72e6c5-24.jpg', 'input/images/bea72e6c5-3.jpg', 'input/images/bea72e6c5-4.jpg', 'input/images/bea72e6c5-5.jpg', 'input/images/bea72e6c5-6.jpg', 'input/images/bea72e6c5-7.jpg', 'input/images/bea72e6c5-8.jpg', 'input/images/bea72e6c5-9.jpg']"
Dog,Goofy,1,Female,Medium,Long,No,No,No,Healthy,160,52e555a3a,3,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/52e555a3a-1.jpg', 'input/images/52e555a3a-2.jpg', 'input/images/52e555a3a-3.jpg']"
Dog,Coffee,1,Female,Medium,Short,No,No,No,Healthy,60,3998bcfec,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/3998bcfec-1.jpg']
Dog,Butter,16,Female,Small,Short,Yes,Yes,Not Sure,Healthy,190,1eb8a0278,3,Shih Tzu,Cream,Cream White ,Shih Tzu/Maltese,Adult,Low,"['input/images/1eb8a0278-1.jpg', 'input/images/1eb8a0278-2.jpg', 'input/images/1eb8a0278-3.jpg']"
Cat,Lucky Paws,2,Male,Medium,Short,Yes,Yes,No,Healthy,770,d5df16a32,5,Domestic Short Hair,Golden,Golden Cream White,Domestic Short Hair,Kitten,High,"['input/images/d5df16a32-1.jpg', 'input/images/d5df16a32-2.jpg', 'input/images/d5df16a32-3.jpg', 'input/images/d5df16a32-4.jpg', 'input/images/d5df16a32-5.jpg']"
Cat,Baby,2,Male,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,60,06296e4e2,6,Domestic Medium Hair,Cream,Cream  ,Domestic Medium Hair,Kitten,Low,"['input/images/06296e4e2-1.jpg', 'input/images/06296e4e2-2.jpg', 'input/images/06296e4e2-3.jpg', 'input/images/06296e4e2-4.jpg', 'input/images/06296e4e2-5.jpg', 'input/images/06296e4e2-6.jpg']"
Dog,Blackie,12,Male,Medium,Short,Yes,Yes,No,Healthy,50,c7b468b32,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,['input/images/c7b468b32-1.jpg']
Cat,Galaxy,3,Male,Small,Short,Yes,Yes,No,Healthy,250,6df350974,9,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/6df350974-1.jpg', 'input/images/6df350974-2.jpg', 'input/images/6df350974-3.jpg', 'input/images/6df350974-4.jpg', 'input/images/6df350974-5.jpg', 'input/images/6df350974-6.jpg', 'input/images/6df350974-7.jpg', 'input/images/6df350974-8.jpg', 'input/images/6df350974-9.jpg']"
Cat,Oyen,10,Female,Medium,Short,Yes,Yes,Yes,Healthy,250,8f85e69ee,8,Domestic Short Hair,Yellow,Yellow  ,Domestic Short Hair,Kitten,Medium,"['input/images/8f85e69ee-1.jpg', 'input/images/8f85e69ee-2.jpg', 'input/images/8f85e69ee-3.jpg', 'input/images/8f85e69ee-4.jpg', 'input/images/8f85e69ee-5.jpg', 'input/images/8f85e69ee-6.jpg', 'input/images/8f85e69ee-7.jpg', 'input/images/8f85e69ee-8.jpg']"
Cat,Smallie,4,Female,Large,Short,No,No,No,Healthy,460,4f0eacbdd,8,Domestic Short Hair,Black,Black Brown Gray,Domestic Short Hair,Kitten,Medium,"['input/images/4f0eacbdd-1.jpg', 'input/images/4f0eacbdd-2.jpg', 'input/images/4f0eacbdd-3.jpg', 'input/images/4f0eacbdd-4.jpg', 'input/images/4f0eacbdd-5.jpg', 'input/images/4f0eacbdd-6.jpg', 'input/images/4f0eacbdd-7.jpg', 'input/images/4f0eacbdd-8.jpg']"
Cat,Mocha,12,Female,Medium,Short,Yes,Yes,Yes,Healthy,780,f4ed1a08e,2,Domestic Short Hair,Brown,Brown Golden Cream,Domestic Short Hair,Kitten,High,"['input/images/f4ed1a08e-1.jpg', 'input/images/f4ed1a08e-2.jpg']"
Cat,Jayden,2,Female,Small,Short,No,No,No,Healthy,580,2f3227612,5,Domestic Short Hair,Black,Black Yellow White,Domestic Short Hair/Calico,Kitten,Medium,"['input/images/2f3227612-1.jpg', 'input/images/2f3227612-2.jpg', 'input/images/2f3227612-3.jpg', 'input/images/2f3227612-4.jpg', 'input/images/2f3227612-5.jpg']"
Cat,Meme,6,Female,Medium,Short,No,Yes,Yes,Healthy,640,00a1f270a,5,Domestic Short Hair,Golden,Golden White ,Domestic Short Hair,Kitten,High,"['input/images/00a1f270a-1.jpg', 'input/images/00a1f270a-2.jpg', 'input/images/00a1f270a-3.jpg', 'input/images/00a1f270a-4.jpg', 'input/images/00a1f270a-5.jpg']"
Cat,Bobo Chan,3,Male,Medium,Medium,No,No,No,Healthy,190,c6cdbebfa,3,Domestic Medium Hair,Yellow,Yellow White ,Domestic Medium Hair,Kitten,Low,"['input/images/c6cdbebfa-1.jpg', 'input/images/c6cdbebfa-2.jpg', 'input/images/c6cdbebfa-3.jpg']"
Cat,Cici,11,Female,Medium,Short,Yes,Yes,Yes,Healthy,460,28b64c198,5,Domestic Short Hair,Black,Black Yellow White,Domestic Short Hair,Kitten,Medium,"['input/images/28b64c198-1.jpg', 'input/images/28b64c198-2.jpg', 'input/images/28b64c198-3.jpg', 'input/images/28b64c198-4.jpg', 'input/images/28b64c198-5.jpg']"
Cat,Ragdoll,4,Female,Small,Long,No,No,Not Sure,Healthy,1410,9d76ed82f,3,Ragdoll,Black,Black White ,Ragdoll/Persian,Kitten,Premium,"['input/images/9d76ed82f-1.jpg', 'input/images/9d76ed82f-2.jpg', 'input/images/9d76ed82f-3.jpg']"
Dog,Bongo,3,Male,Medium,Short,No,Yes,Yes,Healthy,220,e83f846eb,6,Mixed Breed,Cream,Cream  ,Mixed Breed/Labrador Retriever,Puppy,Medium,"['input/images/e83f846eb-1.jpg', 'input/images/e83f846eb-2.jpg', 'input/images/e83f846eb-3.jpg', 'input/images/e83f846eb-4.jpg', 'input/images/e83f846eb-5.jpg', 'input/images/e83f846eb-6.jpg']"
Cat,Ginger,1,Female,Medium,Short,No,No,No,Healthy,620,72a7cb335,7,Domestic Short Hair,Golden,Golden Cream ,Domestic Short Hair,Kitten,High,"['input/images/72a7cb335-1.jpg', 'input/images/72a7cb335-2.jpg', 'input/images/72a7cb335-3.jpg', 'input/images/72a7cb335-4.jpg', 'input/images/72a7cb335-5.jpg', 'input/images/72a7cb335-6.jpg', 'input/images/72a7cb335-7.jpg']"
Cat,Xiao Bao,7,Male,Medium,Short,No,Yes,No,Healthy,220,5a1010bca,2,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/5a1010bca-1.jpg', 'input/images/5a1010bca-2.jpg']"
Dog,Joey,4,Female,Medium,Medium,No,Yes,No,Healthy,60,6a5c652b5,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,['input/images/6a5c652b5-1.jpg']
Dog,Mini,3,Female,Small,Short,No,No,No,Healthy,230,62550cf78,3,Cocker Spaniel,Brown,Brown  ,Cocker Spaniel/Akbash,Puppy,Medium,"['input/images/62550cf78-1.jpg', 'input/images/62550cf78-2.jpg', 'input/images/62550cf78-3.jpg']"
Dog,Jack,2,Male,Medium,Medium,Yes,Yes,No,Healthy,160,701c5afba,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Low,['input/images/701c5afba-1.jpg']
Cat,Kacha,4,Male,Small,Short,Yes,Yes,Not Sure,Healthy,320,d0fcfeb0f,5,Domestic Short Hair,Yellow,Yellow White ,Domestic Short Hair,Kitten,Medium,"['input/images/d0fcfeb0f-1.jpg', 'input/images/d0fcfeb0f-2.jpg', 'input/images/d0fcfeb0f-3.jpg', 'input/images/d0fcfeb0f-4.jpg', 'input/images/d0fcfeb0f-5.jpg']"
Dog,QQ,22,Female,Medium,Short,Yes,Yes,No,Healthy,100,7bce76c66,3,Shih Tzu,Cream,Cream White ,Shih Tzu,Adult,Low,"['input/images/7bce76c66-1.jpg', 'input/images/7bce76c66-2.jpg', 'input/images/7bce76c66-3.jpg']"
Dog,Carly,60,Female,Small,Long,Yes,Yes,Yes,Healthy,80,3b0b88ac2,3,Poodle,Brown,Brown  ,Poodle,Adult,Low,"['input/images/3b0b88ac2-1.jpg', 'input/images/3b0b88ac2-2.jpg', 'input/images/3b0b88ac2-3.jpg']"
Dog,Murphy,3,Male,Medium,Short,Not Sure,Not Sure,No,Healthy,60,061378b30,2,Black Labrador Retriever,Black,Black  ,Black Labrador Retriever/Mixed Breed,Puppy,Low,"['input/images/061378b30-1.jpg', 'input/images/061378b30-2.jpg']"
Cat,Pepper,4,Female,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,270,a27f0cc49,4,Domestic Medium Hair,Cream,Cream  ,Domestic Medium Hair,Kitten,Medium,"['input/images/a27f0cc49-1.jpg', 'input/images/a27f0cc49-2.jpg', 'input/images/a27f0cc49-3.jpg', 'input/images/a27f0cc49-4.jpg']"
Cat,Manja Bella,13,Female,Medium,Medium,Yes,Yes,No,Healthy,200,728c78b39,3,Persian,Black,Black Gray ,Persian/Domestic Medium Hair,Adult,Low,"['input/images/728c78b39-1.jpg', 'input/images/728c78b39-2.jpg', 'input/images/728c78b39-3.jpg']"
Dog,Lucky Angel,2,Female,Medium,Medium,No,Yes,No,Healthy,70,a2dc697f6,12,Mixed Breed,Black,Black White ,Mixed Breed,Puppy,Low,"['input/images/a2dc697f6-1.jpg', 'input/images/a2dc697f6-10.jpg', 'input/images/a2dc697f6-11.jpg', 'input/images/a2dc697f6-12.jpg', 'input/images/a2dc697f6-2.jpg', 'input/images/a2dc697f6-3.jpg', 'input/images/a2dc697f6-4.jpg', 'input/images/a2dc697f6-5.jpg', 'input/images/a2dc697f6-6.jpg', 'input/images/a2dc697f6-7.jpg', 'input/images/a2dc697f6-8.jpg', 'input/images/a2dc697f6-9.jpg']"
Dog,Miss,2,Female,Medium,Short,Yes,Yes,No,Healthy,130,7de2f688b,4,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,"['input/images/7de2f688b-1.jpg', 'input/images/7de2f688b-2.jpg', 'input/images/7de2f688b-3.jpg', 'input/images/7de2f688b-4.jpg']"
Cat,Patches,2,Female,Medium,Short,No,Yes,No,Healthy,470,752491221,3,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/752491221-1.jpg', 'input/images/752491221-2.jpg', 'input/images/752491221-3.jpg']"
Cat,Cham,8,Male,Medium,Short,Yes,Yes,Yes,Healthy,150,c2346525a,2,Tabby,Golden,Golden  ,Tabby,Kitten,Low,"['input/images/c2346525a-1.jpg', 'input/images/c2346525a-2.jpg']"
Cat,LAVENDER,2,Female,Medium,Medium,Yes,Yes,No,Healthy,190,bc7361016,4,Domestic Medium Hair,Black,Black Gray White,Domestic Medium Hair,Kitten,Low,"['input/images/bc7361016-1.jpg', 'input/images/bc7361016-2.jpg', 'input/images/bc7361016-3.jpg', 'input/images/bc7361016-4.jpg']"
Cat,Maddie,9,Female,Small,Short,Yes,Yes,Yes,Healthy,260,66201cf73,3,Tabby,Brown,Brown Cream Gray,Tabby,Kitten,Medium,"['input/images/66201cf73-1.jpg', 'input/images/66201cf73-2.jpg', 'input/images/66201cf73-3.jpg']"
Cat,Grey,6,Female,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,350,b7359384d,4,Domestic Short Hair,Gray,Gray  ,Domestic Short Hair/Tabby,Kitten,Medium,"['input/images/b7359384d-1.jpg', 'input/images/b7359384d-2.jpg', 'input/images/b7359384d-3.jpg', 'input/images/b7359384d-4.jpg']"
Dog,Chanelle,18,Female,Medium,Short,Yes,Yes,Yes,Healthy,400,1c59cecac,10,Beagle,Brown,Brown White ,Beagle/Mixed Breed,Adult,Medium,"['input/images/1c59cecac-1.jpg', 'input/images/1c59cecac-10.jpg', 'input/images/1c59cecac-2.jpg', 'input/images/1c59cecac-3.jpg', 'input/images/1c59cecac-4.jpg', 'input/images/1c59cecac-5.jpg', 'input/images/1c59cecac-6.jpg', 'input/images/1c59cecac-7.jpg', 'input/images/1c59cecac-8.jpg', 'input/images/1c59cecac-9.jpg']"
Dog,Wei Wei,14,Male,Large,Medium,Yes,Yes,Yes,Healthy,110,e7e1904f4,3,Mixed Breed,Brown,Brown  ,Mixed Breed,Adult,Low,"['input/images/e7e1904f4-1.jpg', 'input/images/e7e1904f4-2.jpg', 'input/images/e7e1904f4-3.jpg']"
Cat,Unknown,2,Male,Medium,Short,No,Yes,No,Healthy,440,13f07ee9a,2,Domestic Short Hair,White,White  ,Domestic Short Hair,Kitten,Medium,"['input/images/13f07ee9a-1.jpg', 'input/images/13f07ee9a-2.jpg']"
Cat,Unknown,12,Male,Medium,Medium,Yes,Yes,Yes,Healthy,830,821bd9373,1,Bengal,Black,Black Gray White,Bengal,Kitten,High,['input/images/821bd9373-1.jpg']
Cat,Guo Guo,12,Female,Medium,Short,No,Not Sure,Yes,Healthy,800,720db9cb3,1,Domestic Short Hair,Black,Black Brown ,Domestic Short Hair/Tiger,Kitten,High,['input/images/720db9cb3-1.jpg']
Dog,Brownie,3,Female,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,200,d4d6997e3,2,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/d4d6997e3-1.jpg', 'input/images/d4d6997e3-2.jpg']"
Dog,Mesky,3,Male,Medium,Medium,No,No,No,Healthy,80,d13d93f69,4,Mixed Breed,Cream,Cream White ,Mixed Breed/Husky,Puppy,Low,"['input/images/d13d93f69-1.jpg', 'input/images/d13d93f69-2.jpg', 'input/images/d13d93f69-3.jpg', 'input/images/d13d93f69-4.jpg']"
Dog,Zizi,3,Male,Large,Short,No,No,Not Sure,Healthy,220,60bf93971,3,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,"['input/images/60bf93971-1.jpg', 'input/images/60bf93971-2.jpg', 'input/images/60bf93971-3.jpg']"
Dog,Sam,1,Male,Medium,Medium,No,No,No,Healthy,240,a4530b1d0,1,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Medium,['input/images/a4530b1d0-1.jpg']
Dog,Apollo,2,Male,Medium,Medium,Yes,Yes,No,Healthy,60,79669f807,1,Mixed Breed,Golden,Golden  ,Mixed Breed,Puppy,Low,['input/images/79669f807-1.jpg']
Cat,Mok,3,Male,Small,Long,No,No,No,Healthy,440,0f0f81a37,3,Domestic Long Hair,Black,Black Golden ,Domestic Long Hair,Kitten,Medium,"['input/images/0f0f81a37-1.jpg', 'input/images/0f0f81a37-2.jpg', 'input/images/0f0f81a37-3.jpg']"
Dog,Missy,1,Female,Medium,Short,No,No,No,Healthy,110,b8976d821,2,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/b8976d821-1.jpg', 'input/images/b8976d821-2.jpg']"
Dog,Clory,1,Female,Medium,Short,Yes,Yes,No,Healthy,190,9eb98f34c,9,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,"['input/images/9eb98f34c-1.jpg', 'input/images/9eb98f34c-2.jpg', 'input/images/9eb98f34c-3.jpg', 'input/images/9eb98f34c-4.jpg', 'input/images/9eb98f34c-5.jpg', 'input/images/9eb98f34c-6.jpg', 'input/images/9eb98f34c-7.jpg', 'input/images/9eb98f34c-8.jpg', 'input/images/9eb98f34c-9.jpg']"
Dog,Rocco,55,Male,Medium,Short,Yes,Yes,Yes,Healthy,520,e317b2a73,5,Beagle,Black,Black Yellow White,Beagle,Adult,Medium,"['input/images/e317b2a73-1.jpg', 'input/images/e317b2a73-2.jpg', 'input/images/e317b2a73-3.jpg', 'input/images/e317b2a73-4.jpg', 'input/images/e317b2a73-5.jpg']"
Dog,Dango,2,Female,Medium,Short,Yes,Yes,No,Healthy,220,ebd78e1d4,3,Shar Pei,Black,Black Brown ,Shar Pei/Mixed Breed,Puppy,Medium,"['input/images/ebd78e1d4-1.jpg', 'input/images/ebd78e1d4-2.jpg', 'input/images/ebd78e1d4-3.jpg']"
Dog,Mani,3,Female,Medium,Medium,Yes,Yes,Yes,Healthy,280,0822c54d5,3,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Medium,"['input/images/0822c54d5-1.jpg', 'input/images/0822c54d5-2.jpg', 'input/images/0822c54d5-3.jpg']"
Dog,Lily,36,Female,Medium,Medium,Not Sure,Not Sure,Yes,Healthy,290,4036e0e12,9,Spitz,Golden,Golden Cream ,Spitz,Adult,Medium,"['input/images/4036e0e12-1.jpg', 'input/images/4036e0e12-2.jpg', 'input/images/4036e0e12-3.jpg', 'input/images/4036e0e12-4.jpg', 'input/images/4036e0e12-5.jpg', 'input/images/4036e0e12-6.jpg', 'input/images/4036e0e12-7.jpg', 'input/images/4036e0e12-8.jpg', 'input/images/4036e0e12-9.jpg']"
Cat,Sang Abong,4,Male,Medium,Medium,No,No,No,Minor Injury,470,dc99804de,4,Bengal,Brown,Brown  ,Bengal/Domestic Short Hair,Kitten,Medium,"['input/images/dc99804de-1.jpg', 'input/images/dc99804de-2.jpg', 'input/images/dc99804de-3.jpg', 'input/images/dc99804de-4.jpg']"
Dog,Cow Girl,5,Female,Medium,Short,Yes,Yes,No,Healthy,210,284be445a,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Medium,['input/images/284be445a-1.jpg']
Cat,Chiko,20,Male,Large,Medium,No,Yes,No,Healthy,240,a831df76b,4,Domestic Medium Hair,Black,Black Gray White,Domestic Medium Hair,Adult,Medium,"['input/images/a831df76b-1.jpg', 'input/images/a831df76b-2.jpg', 'input/images/a831df76b-3.jpg', 'input/images/a831df76b-4.jpg']"
Cat,Vader,28,Male,Large,Long,Yes,Yes,No,Healthy,150,fe88a5777,5,Birman,Black,Black  ,Birman/Domestic Long Hair,Adult,Low,"['input/images/fe88a5777-1.jpg', 'input/images/fe88a5777-2.jpg', 'input/images/fe88a5777-3.jpg', 'input/images/fe88a5777-4.jpg', 'input/images/fe88a5777-5.jpg']"
Cat,Tom,4,Male,Medium,Short,No,No,No,Healthy,300,732d546b4,4,Domestic Short Hair,Black,Black Brown Yellow,Domestic Short Hair,Kitten,Medium,"['input/images/732d546b4-1.jpg', 'input/images/732d546b4-2.jpg', 'input/images/732d546b4-3.jpg', 'input/images/732d546b4-4.jpg']"
Dog,Cocoju,2,Female,Medium,Medium,Yes,Yes,No,Healthy,150,a8a8f95f6,4,Mixed Breed,Black,Black Golden ,Mixed Breed,Puppy,Low,"['input/images/a8a8f95f6-1.jpg', 'input/images/a8a8f95f6-2.jpg', 'input/images/a8a8f95f6-3.jpg', 'input/images/a8a8f95f6-4.jpg']"
Dog,Puppy,1,Female,Small,Short,No,No,No,Healthy,200,f03b04b1e,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Low,['input/images/f03b04b1e-1.jpg']
Cat,Poppy,22,Female,Medium,Medium,Yes,Yes,Yes,Healthy,130,4df43033d,7,Domestic Medium Hair,Black,Black  ,Domestic Medium Hair,Adult,Low,"['input/images/4df43033d-1.jpg', 'input/images/4df43033d-2.jpg', 'input/images/4df43033d-3.jpg', 'input/images/4df43033d-4.jpg', 'input/images/4df43033d-5.jpg', 'input/images/4df43033d-6.jpg', 'input/images/4df43033d-7.jpg']"
Cat,Taki,36,Female,Medium,Medium,Yes,Yes,Yes,Healthy,820,d25638f81,4,Domestic Short Hair,Black,Black Brown White,Domestic Short Hair,Adult,High,"['input/images/d25638f81-1.jpg', 'input/images/d25638f81-2.jpg', 'input/images/d25638f81-3.jpg', 'input/images/d25638f81-4.jpg']"
Dog,Mimi,36,Female,Medium,Medium,Yes,Yes,Yes,Healthy,110,aafb75ee8,2,Spitz,White,White  ,Spitz/Terrier,Adult,Low,"['input/images/aafb75ee8-1.jpg', 'input/images/aafb75ee8-2.jpg']"
Dog,Million,2,Female,Medium,Short,No,Yes,No,Healthy,220,2148c2ef6,4,Mixed Breed,Brown,Brown Yellow ,Mixed Breed,Puppy,Medium,"['input/images/2148c2ef6-1.jpg', 'input/images/2148c2ef6-2.jpg', 'input/images/2148c2ef6-3.jpg', 'input/images/2148c2ef6-4.jpg']"
Cat,Mushtash,2,Male,Small,Medium,No,No,No,Healthy,240,f0bb05fc7,4,Domestic Medium Hair,Black,Black White ,Domestic Medium Hair,Kitten,Medium,"['input/images/f0bb05fc7-1.jpg', 'input/images/f0bb05fc7-2.jpg', 'input/images/f0bb05fc7-3.jpg', 'input/images/f0bb05fc7-4.jpg']"
Cat,Oreo,12,Male,Medium,Medium,Yes,Yes,Yes,Healthy,170,4cb8fe436,2,Domestic Medium Hair,Brown,Brown White ,Domestic Medium Hair,Kitten,Low,"['input/images/4cb8fe436-1.jpg', 'input/images/4cb8fe436-2.jpg']"
Dog,Baby Girl,1,Female,Medium,Medium,No,No,No,Healthy,180,82aa52460,1,Mixed Breed,White,White  ,Mixed Breed,Puppy,Low,['input/images/82aa52460-1.jpg']
Dog,Oliver,2,Male,Medium,Short,No,No,No,Healthy,230,109c4f5a8,7,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Medium,"['input/images/109c4f5a8-1.jpg', 'input/images/109c4f5a8-2.jpg', 'input/images/109c4f5a8-3.jpg', 'input/images/109c4f5a8-4.jpg', 'input/images/109c4f5a8-5.jpg', 'input/images/109c4f5a8-6.jpg', 'input/images/109c4f5a8-7.jpg']"
Cat,Lovey,12,Male,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,280,f8b702182,1,Domestic Medium Hair,Black,Black  ,Domestic Medium Hair,Kitten,Medium,['input/images/f8b702182-1.jpg']
Dog,Female Dog,12,Female,Medium,Medium,No,Yes,No,Healthy,260,eb652ec07,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/eb652ec07-1.jpg']
Dog,Unknown,1,Male,Medium,Short,Yes,Yes,No,Healthy,60,026ebf139,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/026ebf139-1.jpg']
Dog,BOBO,74,Male,Medium,Medium,Not Sure,Yes,Not Sure,Healthy,220,1a9733afb,2,Shih Tzu,Brown,Brown White ,Shih Tzu,Adult,Medium,"['input/images/1a9733afb-1.jpg', 'input/images/1a9733afb-2.jpg']"
Dog,Naari,36,Female,Medium,Long,Yes,Yes,Yes,Healthy,150,1a54d4e92,3,Terrier,Brown,Brown Golden Cream,Terrier,Adult,Low,"['input/images/1a54d4e92-1.jpg', 'input/images/1a54d4e92-2.jpg', 'input/images/1a54d4e92-3.jpg']"
Dog,Prince,48,Male,Small,Short,Yes,Yes,No,Healthy,290,bf50b399e,1,Poodle,White,White  ,Poodle,Adult,Medium,['input/images/bf50b399e-1.jpg']
Cat,Unknown,3,Male,Medium,Long,No,Yes,No,Healthy,380,c0a9578bb,5,Domestic Long Hair,Black,Black White ,Domestic Long Hair,Kitten,Medium,"['input/images/c0a9578bb-1.jpg', 'input/images/c0a9578bb-2.jpg', 'input/images/c0a9578bb-3.jpg', 'input/images/c0a9578bb-4.jpg', 'input/images/c0a9578bb-5.jpg']"
Cat,Unknown,4,Female,Small,Short,No,No,No,Healthy,210,66dda45c4,3,Domestic Short Hair,Black,Black Gray White,Domestic Short Hair,Kitten,Medium,"['input/images/66dda45c4-1.jpg', 'input/images/66dda45c4-2.jpg', 'input/images/66dda45c4-3.jpg']"
Dog,Robocop,1,Male,Medium,Short,No,Yes,No,Healthy,560,4574e3de4,5,Labrador Retriever,Black,Black Brown ,Labrador Retriever/Mixed Breed,Puppy,Medium,"['input/images/4574e3de4-1.jpg', 'input/images/4574e3de4-2.jpg', 'input/images/4574e3de4-3.jpg', 'input/images/4574e3de4-4.jpg', 'input/images/4574e3de4-5.jpg']"
Dog,Giant,60,Male,Medium,Short,Yes,Yes,Yes,Healthy,220,794a45833,1,Schnauzer,Black,Black White ,Schnauzer,Adult,Medium,['input/images/794a45833-1.jpg']
Cat,Jessy,1,Female,Small,Medium,No,Yes,No,Healthy,130,c43ecb3e1,10,Domestic Medium Hair,White,White  ,Domestic Medium Hair,Kitten,Low,"['input/images/c43ecb3e1-1.jpg', 'input/images/c43ecb3e1-10.jpg', 'input/images/c43ecb3e1-2.jpg', 'input/images/c43ecb3e1-3.jpg', 'input/images/c43ecb3e1-4.jpg', 'input/images/c43ecb3e1-5.jpg', 'input/images/c43ecb3e1-6.jpg', 'input/images/c43ecb3e1-7.jpg', 'input/images/c43ecb3e1-8.jpg', 'input/images/c43ecb3e1-9.jpg']"
Dog,DIANA,18,Female,Medium,Short,Yes,Yes,Yes,Healthy,200,3a3ae56f1,3,Mixed Breed,Black,Black  ,Mixed Breed,Adult,Low,"['input/images/3a3ae56f1-1.jpg', 'input/images/3a3ae56f1-2.jpg', 'input/images/3a3ae56f1-3.jpg']"
